Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Androgen Response,-0.16455281252205098,-0.7409813799578128,0.9639175257731959,0.9392161951725928,1.0,23/88,23.94%,GPD1L;TNFAIP8;PLPP1;INPP4B;ELL2;MERTK;RPS6KA3;B4GALT1;NGLY1;ABHD2;MAF;ARID5B;BMPR1B;RRP12;CDC14B;UBE2J1;PIAS1;TPD52;STK39;ELOVL5;HOMER2;NCOA4;ACSL3
prerank,G2-M Checkpoint,0.1543680736261117,0.7012055699179572,0.9893617021276596,0.9615747519115015,1.0,29/132,23.72%,HSPA8;SRSF10;E2F4;KIF22;HMGN2;KATNA1;DKC1;MEIS2;STIL;SAP30;KIF15;EZH2;DDX39A;CDC25B;STMN1;DMD;XPO1;HMGA1;CHMP1A;UBE2S;CKS2;MT2A;SMAD3;SMC4;KMT5A;UPF1;POLE;PRMT5;LIG3
prerank,Mitotic Spindle,-0.15951485658077091,-0.7796416776775279,0.9598853868194842,0.989857254087724,1.0,34/160,20.37%,NF1;CDK5RAP2;NIN;DLG1;PPP4R2;PCM1;RASA2;DOCK4;LATS1;CEP192;CLASP1;ARHGAP5;DST;PKD2;PCGF5;FGD4;ITSN1;TIAM1;KIF1B;CDC27;LRPPRC;PAFAH1B1;NEDD9;TUBGCP5;RANBP9;MID1;CENPJ;STAU1;VCL;CDC42BPA;CCDC88A;KIF5B;CNTRL;MYO1E
prerank,Protein Secretion,-0.2282354616644897,-1.0212556963746553,0.4194373401534527,1.0,0.997,23/86,18.66%,ADAM10;RAB5A;STX7;VPS45;SSPN;NAPG;RPS6KA3;MON2;DST;MAPK1;KIF1B;VAMP3;EGFR;STX12;TSG101;ARFGEF2;STAM;GALC;PAM;ATP6V1H;TMX1;RAB22A;VPS4B
prerank,Pancreas Beta Cells,-0.3340432119144977,-0.9899107330826115,0.4751131221719457,1.0,0.999,4/15,14.66%,ELP4;G6PC2;AKT3;PCSK2
prerank,TGF-beta Signaling,-0.23167548462850784,-0.8851791477038518,0.6533018867924528,1.0,1.0,12/44,24.34%,ID2;BMPR1A;XIAP;SMURF1;ARID4B;CTNNB1;TGFBR1;ACVR1;BMPR2;WWTR1;SLC20A1;PPM1A
prerank,Inflammatory Response,-0.1937219905829277,-0.8683558403158915,0.7584541062801933,1.0,1.0,15/84,12.96%,DCBLD2;IL15;ADORA2B;TLR1;SLC7A2;MSR1;PDE4B;NFKB1;SLC11A2;NDP;HIF1A;IFNAR1;LDLR;KIF1B;TNFSF10
prerank,PI3K/AKT/mTOR  Signaling,-0.21829090793682807,-0.9525699036289793,0.5539772727272727,1.0,1.0,18/84,15.29%,ADCY2;ACACA;CAB39L;PTPN11;PIK3R3;PTEN;PRKCB;RPS6KA3;PPP2R1B;DUSP3;GSK3B;RPTOR;SMAD2;MAPK1;TIAM1;MAPK10;EGFR;IRAK4
prerank,KRAS Signaling Dn,-0.1888299464639261,-0.8337288439924607,0.8253164556962025,1.0,1.0,19/73,22.56%,CALCB;CDKAL1;GRID2;EPHA5;ASB7;DCC;VPS50;PLAG1;PRKN;THRB;MYO15A;TENM2;BMPR1B;KLHDC8A;GAMT;PKP1;CYP39A1;DTNB;MFSD6
prerank,Interferon Gamma Response,-0.18036218354670455,-0.8211341969949859,0.8548387096774194,1.0,1.0,21/100,18.58%,JAK2;IL15;LAP3;PDE4B;NFKB1;ISOC1;ST8SIA4;SSPN;BANK1;HIF1A;HLA-DMA;TNFSF10;PTPN2;FAS;TXNIP;ARID5B;DDX60;EIF4E3;PLSCR1;SAMD9L;AUTS2
